Restaurant_ID,Restaurant_Name,Cuisines,Price_for_One,Delivery_Time,Location,Rating,Delivery_review_number,,,
100781,Al Taj,"Chinese, Indian",100,44,Koramangala,3.3,500,,,
100782,China Garten,"Chinese, Thai",125,47,Indiranagar,4.1,500,,,
100783,Cafe Terra,Continental,150,45,Indiranagar,4.4,10000,,,
100784,Shivanna Gulkan Store,Indian,150,21,Basavanagudi,4.1,20,,,
100785,Omm Nom Nomm,"Ice Cream, Desserts",300,29,Koramangala,4.7,100,,,
100786,Lagom,"Bakery, Desserts",250,26,Frazer Town,4.6,1000,,,
100787,Chaat Paavlian,South Indian,75,41,Basavanagudi,2.5,1000,,,
100788,Ministry of Ice Creams,"Ice Cream, Desserts, Beverages",100,33,Koramangala,3.6,100,,,
100789,Adithya Tiffin Centre,North Indian,100,31,Shanti Nagar,3.7,20,,,
100790,Ambur Dum Biriyani Point,Biryani,70,39,Ulsoor,3.1,20,,,
100791,New GFC Hotel,"Indian, Biryani",80,37,Btm Layout,3,20,,,
100792,Vegan kitchen - By Infinitea,"Continental, Italian, Desserts, Healthy Food",300,40,Indiranagar,4.3,100,,,
100793,Utse Kitchen,"Chinese, Tibetan, Nepalese, Pan-Asian",250,50,Shivaji Nagar,4,1000,,,
100794,Momo Ninja,"Asian, Chinese, Beverages, Desserts",150,40,Tavarekere,3.9,50,,,
100795,RJ 19 Cafe,North Indian,100,27,Jayanagar,2.4,20,,,
100796,Gobblers Rolls &amp; Bowls,"North Indian, Fast Food, Beverages, Chinese",150,39,Tavarekere,3.8,100,,,
100797,Salasar Balaji Restaurant,North Indian,100,27,Shanti Nagar,3,50,,,
100798,Aahar,"South Indian, Beverages",100,30,Majestic,4.4,50,,,
100799,Swaad Kitchen Mart,"Pastas, Chinese",100,42,Rajajinagar,3.3,20,,,
100800,Foodzu,"Beverages, Juices",80,45,Koramangala,4.9,100,,,
100801,Creams &amp; Bites,"Ice Cream, Indian",75,36,Basavangudi,4.3,20,,,
100802,Trippy Goat Cafe &amp; Wine,"Beverages, Continental, Italian",750,38,Cunningham Road,3.9,20,,,
100803,Smoky And Snacky,"Snacks, Chinese, American",100,44,Malleshwaram,3.8,20,,,
100804,Bohemians,"Indian, Italian, Chinese, American",600,50,Indiranagar,3.9,20,,,
100805,YMIA Naidu Caterers,"South Indian, Biryani, Chinese, Indian",150,38,Shivajinagar,3.9,20,,,
100806,Cafe Medley,"Desserts, American, Continental, Italian, Bakery, Beverages",225,39,Koramangala,4.3,1000,,,
100807,Doosri Biwi,Snacks,200,37,Jayanagar,4.2,20,,,
100808,Hoppipola,"Salads, Pizzas, Italian, Continental, European, Mediterranean, Desserts",300,36,Church Street,4.2,100,,,
100809,Kunafa Lounge,"Desserts, Beverages, Bakery, Ice Cream, Juices",125,42,Koramangala,4,50,,,
100810,BurgerHaus Gourmet Burgers,"American, Continental, Beverages, Desserts",150,43,Koramangala,4.1,100,,,
100811,Olio - The Wood Fired Pizzeria,"Pizzas, Italian",150,43,Koramangala,4.2,100,,,
100812,Bistro Oui,Continental,400,43,Koramangala,4.1,1000,,,
100813,Fresh Bowls,"North Indian, Chinese, Tandoor",100,51,Indiranagar,3.8,1000,,,
100814,Excelsior bakery,Snacks,155,22,Shivajinagar,4.4,500,,,
100815,Sri Vishnu Upahar,"South Indian, Chinese",200,37,Frazer Town,4.5,20,,,
100816,The Bar Stock Exchange,"Chinese, North Indian, Continental, Pan-Asian, Thai",400,31,St Marks Road,3.9,100,,,
100817,30 Square,Chinese,150,43,Koramangala,4,1000,,,
100818,Quattro,"Italian, Mexican, Pizzas, Pastas",500,32,Residency Road,4,20,,,
100819,The Golden Thali,"Indian, North Indian",100,48,Indiranagar,3.9,1000,,,
100820,The Soup Project,"Chinese, Continental",150,37,Basavanagudi,4.7,20,,,
100821,Canton,"Beverages, Chinese",175,37,Jayanagar,2.9,1000,,,
100822,Ujwal Family bar and restaurant,"Seafood, North Indian, Chinese",300,32,Vasanth Nagar,4.2,50,,,
100823,Ember &amp; Frost,"Chinese, Pizzas, North Indian, Fast Food, Biryani, Burgers, Beverages",175,33,Koramangala,3.6,50,,,
100824,Neeth Medappa Patisserie,Desserts,150,40,Ashok Nagar,4.6,20,,,
100825,Earthen Delights,Kerala,120,42,Ulsoor,4.3,500,,,
100826,Donut Hubb,"Desserts, Bakery, Beverages",150,40,Rajajinagar,2.9,100,,,
100827,Smoodies by EatFit,"Beverages, Juices, Healthy Food, Desserts",135,33,Central Bangalore,4.8,20,,,
100828,Manchurian Corner,"Chinese, Indian",150,34,Basavanagudi,4.3,20,,,
100829,Adda 1522,"Indian, Mangalorean, Pastas, Fast Food, Chinese, Desserts",300,42,Indiranagar,4.1,20,,,
100830,Ooty Chocolates,Desserts,150,28,Indiranagar,4.6,1000,,,
100831,OG Belgian Waffle,"Waffle, Desserts, Ice Cream",125,38,Koramangala,4.7,20,,,
100832,Papparoti,"Bakery, Desserts",300,28,Ashok Nagar,4.3,20,,,
100833,Kadai Bistro,"Chinese, North Indian",175,38,Koramangala,5,20,,,
100834,China Flame,"Chinese, Thai",138,36,Ashok Nagar,4,1000,,,
100835,Smoke The Sizzler House,"Continental, American, Desserts, Italian, Mexican, Beverages",300,39,Koramangala,4,50,,,
100836,The Dripping Cone,"Ice Cream, Desserts, Beverages",100,45,Koramangala,3,20,,,
100837,The Pizza Folks,"Pizzas, Snacks",100,42,Koramangala,3.8,100,,,
100838,Soul Kitchen by KOS,"Continental, Tandoor, Italian, Desserts, Pizzas, Pastas",400,46,Koramangala,3.9,20,,,
100839,Woody's,Indian,175,35,Shivajinagar,4.4,50,,,
100840,The Dragon House,Chinese,100,36,Ashok Nagar,2.8,20,,,
100841,Tipsy Cafe,"Desserts, Ice Cream, Juices, Beverages, North Indian",125,37,Central Bangalore,3.4,50,,,
100842,The Fussy Vegan,"Italian, Snacks, Beverages, Indian",200,51,Indiranagar,3.1,50,,,
100843,The Nukkad Wala,Italian,125,46,Koramangala,3.7,20,,,
100844,GRT Cloud Kitchens,"American, Asian, Biryani, North Indian",400,39,Ulsoor,4.1,20,,,
100845,BOBBY KA VEG DHABA (Amritsarwala),"Indian, Combo, Thalis",125,37,Majestic,3.7,50,,,
100846,Paddu Point,South Indian,60,33,Majestic,3.6,20,,,
100847,Stop Drop &amp; Rolls,"Snacks, Continental, Chinese",125,43,Halasuru,3.9,20,,,
100848,Wok In Chow,"Chinese, Asian",250,40,Indiranagar,4.4,50,,,
100849,Indian Kitchen by Bohemians,"Indian, North Indian, Kerala, Seafood, South Indian",250,45,Indiranagar,3.7,20,,,
100850,Waffle Magic,"Desserts, Beverages",100,38,Commercial Street,4.1,100,,,
100851,Burger and Beyond,"American, Fast Food, Beverages",125,48,Koramangala,3.8,100,,,
100852,Chinese Mirch,"Chinese, Pan-Asian",125,45,Indiranagar,3.2,100,,,
100853,Board 4 Bored,"Chinese, American, Mexican",150,39,Basavanagudi,3.8,20,,,
100854,SLV Grand,"North Indian, Chinese, South Indian, Desserts, Beverages",100,42,Ashok Nagar,3.2,100,,,
100855,Wicked Coffee,Beverages,100,37,"Opp to Sapna Book House, Gandhi Nagar",5,20,,,
100856,Jalebbi Kitchen,"Chinese, North Indian, Biryani",100,31,Cunningham Road,4.1,20,,,
100857,Smoke Tales,"Indian, American, Kebabs",150,45,Koramangala,4,100,,,
100858,Raahi,Indian,250,32,St. Marks Road,4,50,,,
100859,Maggi Baba,"Beverages, Ice Cream, Continental, Desserts",125,38,Central Bangalore,3.2,100,,,
100860,Ice Cream Shop,"Beverages, Ice Cream, Desserts",150,37,Central Bangalore,3.4,50,,,
100861,Zaks Mediterranian Cuisine,"Indian, Chinese, Biryani",125,36,Frazer Town,4.1,50,,,
100862,Dilwale Restaurant,"Juices, Beverages, Ice Cream, Indian, Burgers, Sweets",150,36,Central Bangalore,3.7,50,,,
100863,Jai Bhavani Dhaba,Indian,125,48,Indiranagar,3.6,500,,,
